StringDB_Gene_Name	AlphaFold_Uniprot_Id	Uniprot_Protein_Length
CAD	Q8NFZ8	388
CAD	O76075	338
CACYBP	Q9HB71	228
CACUL1	Q86Y37	369
CACTIN	Q8WUQ7	758
CACTIN	Q8N1I8	211
CACNG8	Q8WXS5	425
CACNG7	P62955	275
CACNG6	Q8WXS5	425
CACNG6	Q9BXT2	260
CACNG5	Q9UF02	275
CACNG4	Q9UBN1	327
CACNG3	O60359	315
CACNG2	Q9Y698	323
CACNG1	Q06432	222
CACNB4	O00305	520
CACNB3	P54284	484
CACNB2	Q08289	660
CACNB1	Q02641	598
CACNA2D4	Q7Z3S7	1137
CACNA2D3	Q8IZS8	1091
CACNA2D2	Q9NY47	1150
CACNA2D1	P54289	1103
CACNA1S	Q13698	1873
CACNA1I	Q9P0X4	2223
CACNA1H	O95180	2353
CACNA1G	O43497	2377
CACNA1F	O60840	1977
CACNA1E	Q15878	2313
CACNA1D	Q01668	2161
CACNA1C	Q13936	2221
CACNA1B	Q00975	2339
CACNA1A	O00555	2506
CACHD1	Q5VU97	1274
CACFD1	Q9UGQ2	172
CABYR	O75952	493
CABS1	Q96KC9	395
CABP7	Q86V35	215
CABP5	Q9NP86	173
CABP4	P57796	275
CABP2	Q9NPB3	220
CABP1	Q9NZU7	370
CABLES2	Q9BTV7	478
CABLES1	Q8TDN4	633
CABIN1	Q9Y6J0	2220
CABCOCO1	Q8IVU9	208
CAB39L	Q9H9S4	337
CAB39	Q9Y376	341
CAB39	Q9H9S4	337
CAAP1	Q9H8G2	361
CA9	Q8IUA7	1624
CA9	Q16790	459
CA9	Q96E40	222
CA8	O94911	1621
CA8	O75521	394
CA8	P35219	290
CA8	Q53HL2	280
CA8	P0DMR3	200
CA7	Q8IZY2	2146
CA7	O15265	892
CA7	Q96GN5	454
CA7	Q9BWT1	371
CA7	P43166	264
CA7	Q96KW9	195
CA6	Q8N139	1617
CA6	Q9NYI0	1048
CA6	Q9NRZ9	838
CA6	Q9NYH9	597
CA6	Q5H9I0	405
CA6	W5XKT8	324
CA6	P23280	308
CA5B	Q9Y2D0	317
CA5B	Q8WTZ4	195
CA5B	Q96QH8	159
CA5A	P35218	305
CA5A	Q96QH8	159
CA4	P78363	2273
CA4	P51532	1647
CA4	Q14CN2	919
CA4	O15554	427
CA4	O15382	392
CA4	P22748	312
CA4	Q96MG7	304
CA4	Q9BXL8	241
CA4	Q9BZK3	213
CA4	Q8TDM5	124
CA3	Q99758	1704
CA3	Q14527	1009
CA3	Q16849	979
CA3	Q8TD90	523
CA3	O43820	417
CA3	Q9Y2U9	406
CA3	P49019	387
CA3	P54687	386
CA3	P54252	361
CA3	Q7Z6M3	343
CA3	Q99618	268
CA3	Q969U7	264
CA3	Q9Y6N3	262
CA3	P07451	260
CA3	Q8IXA5	215
CA3	Q9NQ31	210
CA2	P51587	3418
CA2	Q9BZC7	2435
CA2	P51531	1590
CA2	Q99700	1313
CA2	Q01814	1243
CA2	Q69YH5	1023
CA2	O75185	946
CA2	Q9UQC9	943
CA2	Q04671	838
CA2	Q9H869	796
CA2	P40692	756
CA2	Q8TD91	643
CA2	Q12891	473
CA2	Q9BTY2	467
CA2	P48594	390
CA2	Q8TDS4	363
CA2	P00918	260
CA2	A8K830	251
CA2	Q70IA6	237
CA2	Q8WZ82	227
CA2	Q9H009	215
CA2	Q8WTT0	213
CA2	Q86U28	154
CA2	Q16553	131
CA2	Q02747	115
CA2	Q16661	112
CA14	Q9ULX7	337
CA13	Q86UQ4	5058
CA13	Q96RS0	853
CA13	Q8N1Q1	262
CA12	Q8WXI7	14507
CA12	Q86UK0	2595
CA12	O75800	440
CA12	O43570	354
CA12	Q9NQZ6	224
CA12	O14569	222
CA11	Q9H223	541
CA11	Q12893	351
CA11	O75493	328
CA11	Q96HP8	235
CA11	Q9NS71	185
CA10	Q8WWZ4	1543
CA10	Q9H223	541
CA10	Q9UBB4	475
CA10	Q9NS85	328
CA10	Q71F78	164
CA1	Q8WXI7	14507
CA1	Q86UQ4	5058
CA1	Q86UK0	2595
CA1	O95477	2261
CA1	P38398	1863
CA1	Q8WWZ4	1543
CA1	P20020	1220
CA1	O14776	1098
CA1	P28370	1054
CA1	Q9HCI5	957
CA1	A8K7I4	914
CA1	Q96RS0	853
CA1	Q86XH1	822
CA1	A6NCM1	818
CA1	P54253	815
CA1	P52756	815
CA1	Q16280	664
CA1	Q5T0N5	605
CA1	Q9H223	541
CA1	Q05084	483
CA1	Q8NDH6	482
CA1	Q9UBB4	475
CA1	P04066	466
CA1	Q9BZD4	464
CA1	O75800	440
CA1	Q9BZG8	438
CA1	Q12794	435
CA1	O15554	427
CA1	Q86YT9	394
CA1	P29508	390
CA1	Q8NCQ7	364
CA1	O43570	354
CA1	Q12893	351
CA1	Q8NEP7	349
CA1	Q9BXC0	346
CA1	Q9ULX7	337
CA1	O75493	328
CA1	Q9NS85	328
CA1	Q9HBV2	294
CA1	Q8N1Q1	262
CA1	P00915	261
CA1	Q0VD86	236
CA1	Q96HP8	235
CA1	Q9NQZ6	224
CA1	O14569	222
CA1	O95843	209
CA1	P43080	201
CA1	Q9UMX6	200
CA1	O60232	199
CA1	Q9NS71	185
CA1	Q71F78	164
CA1	Q9BUE6	129
CA1	X6R8D5	127
CA1	Q6ZS62	124
CA1	O43927	109
C9orf85	Q96MD7	179
C9orf78	Q9NZ63	289
C9orf72	Q96LT7	481
C9orf64	Q5T6V5	341
C9orf57	Q5W0N0	161
C9orf50	Q5SZB4	431
C9orf43	Q8TAL5	461
C9orf40	Q8IXQ3	194
C9orf24	Q8NCR6	262
C9orf16	Q92854	862
C9orf16	Q9NXH8	423
C9orf16	Q8N9P6	203
C9orf16	P0C2L3	166
C9orf16	A8MQ03	144
C9orf16	Q9BUW7	83
C9orf16	Q6UWT2	76
C9orf153	Q5TBE3	101
C9orf152	Q5JTZ5	239
C9orf135	Q5VTT2	229
C9orf131	Q5VYM1	1079
C9orf129	Q5T035	196
C9	Q4LDE5	3571
C9	Q8WUY3	3088
C9	Q5H8C1	2179
C9	Q5VZ89	1909
C9	Q8N6G6	1762
C9	Q9P1Z9	1701
C9	P26358	1616
C9	Q5T890	1550
C9	O60706	1549
C9	Q6ZRR7	1453
C9	Q6ZUB1	1445
C9	Q5VXU9	1444
C9	Q76LX8	1427
C9	Q9NXG0	1405
C9	Q5T7B8	1368
C9	Q5TZJ5	1347
C9	Q6ZU69	1335
C9	Q6TFL3	1326
C9	Q6ZV29	1317
C9	Q4G0N8	1177
C9	Q76FK4	1167
C9	Q96Q05	1148
C9	Q5TAH2	1124
C9	Q9NZB2	1118
C9	Q5VYM1	1079
C9	Q9UKV0	1011
C9	C9J069	976
C9	P98175	930
C9	Q14940	896
C9	Q9H330	879
C9	Q92854	862
C9	Q9UP83	860
C9	P48764	834
C9	Q13443	819
C9	Q8N6M6	819
C9	Q7Z3E5	818
C9	P19634	815
C9	Q9UBY0	812
C9	Q6AI14	798
C9	Q7Z7L7	766
C9	Q8NCD3	748
C9	Q71SY5	747
C9	Q96TA1	746
C9	Q3YEC7	729
C9	Q96T83	725
C9	A0AV02	714
C9	Q4KMQ1	711
C9	Q8NHH1	710
C9	Q92581	701
C9	Q5JTW2	689
C9	Q5VTQ0	682
C9	Q8NE28	680
C9	Q12889	678
C9	Q8IVB4	645
C9	Q567U6	631
C9	Q9H9A7	625
C9	O15287	622
C9	Q8N9R8	606
C9	Q96EA4	605
C9	Q9H1C4	597
C9	Q7L4E1	593
C9	Q9Y2E8	581
C9	O15405	576
C9	P02748	559
C9	Q63HN1	556
C9	Q2M329	555
C9	Q86UD5	537
C9	Q6ZUT6	534
C9	Q9Y3X0	531
C9	Q8N5A5	531
C9	Q5JU67	520
C9	Q5T7W7	516
C9	Q4ZJI4	515
C9	O60548	495
C9	Q9H8X2	491
C9	P11712	490
C9	Q96LT7	481
C9	Q96MA6	479
C9	Q02509	477
C9	Q8IYX7	474
C9	A6NDV4	472
C9	Q9Y336	463
C9	Q8TAL5	461
C9	Q86WB7	457
C9	Q9BTV6	452
C9	Q15884	450
C9	Q9H095	443
C9	Q9BU70	441
C9	Q7Z6B0	441
C9	Q06265	439
C9	Q9H490	435
C9	Q5SZB4	431
C9	Q5VUD6	431
C9	Q9NXH8	423
C9	Q9HC36	420
C9	Q6YN16	418
C9	Q8N4J0	409
C9	Q6UWZ7	409
C9	Q9BRR3	403
C9	A6H8Z2	402
C9	Q8NBJ4	401
C9	Q86UD0	394
C9	Q8N4H0	392
C9	Q8N7X2	386
C9	Q5T9C2	384
C9	Q8IYR6	380
C9	Q99500	378
C9	Q9H7Z7	377
C9	Q5T280	376
C9	Q9Y397	364
C9	Q9H8G2	361
C9	Q96AQ8	359
C9	O14745	358
C9	Q8NEP7	349
C9	Q96F63	343
C9	Q5VZI3	342
C9	Q5T6V5	341
C9	Q15599	337
C9	Q8N4T4	335
C9	Q53HC0	331
C9	Q5JUK2	328
C9	Q69YI7	327
C9	Q9BW85	323
C9	Q6ZQR2	320
C9	Q9H7P6	319
C9	Q8NGT0	318
C9	Q5T8R8	295
C9	Q9NQ60	294
C9	Q9P0K9	293
C9	Q9NVV0	291
C9	Q9NZ63	289
C9	Q5VST6	288
C9	Q96E09	287
C9	Q5JUQ0	283
C9	A6NJY1	282
C9	Q96H12	275
C9	Q8NBV4	271
C9	Q8N567	271
C9	B1ANY3	271
C9	O95760	270
C9	Q99619	263
C9	Q8NCR6	262
C9	P25789	261
C9	Q8WXX5	260
C9	P31274	260
C9	Q5T036	256
C9	Q9GZT6	254
C9	Q9BSH5	251
C9	Q8NBZ0	244
C9	Q6UXN8	241
C9	Q8N6N2	239
C9	Q5JTZ5	239
C9	Q5VZ72	239
C9	Q1ZZU3	235
C9	Q8NAJ2	232
C9	Q5VTT2	229
C9	Q96LW7	228
C9	Q8IV03	228
C9	Q7RTV5	226
C9	O14530	226
C9	Q8TBE3	224
C9	Q9BV86	223
C9	Q92623	222
C9	Q96E40	222
C9	Q9NZZ3	219
C9	Q86TA1	216
C9	Q86Y79	214
C9	Q9Y3B6	208
C9	Q9BUH6	204
C9	Q8N9P6	203
C9	Q9NWW6	199
C9	Q5T035	196
C9	Q8IXQ3	194
C9	Q6ZV77	190
C9	Q5T6J7	187
C9	Q8IW50	185
C9	Q9NX38	181
C9	Q96MD7	179
C9	Q5SXM8	178
C9	Q9H2J1	176
C9	Q9UGQ2	172
C9	Q8N5M4	171
C9	Q8N6L7	170
C9	P0C2L3	166
C9	Q8N5L8	163
C9	Q9NRJ2	163
C9	Q5VZ52	161
C9	Q5W0N0	161
C9	P63279	158
C9	Q5VZ03	156
C9	Q5SY85	155
C9	Q9H4G4	154
C9	Q5T1J5	151
C9	Q9BQI0	150
C9	A6NH13	148
C9	Q9HBL7	147
C9	A8MQ03	144
C9	Q9NPJ8	142
C9	H0YL14	139
C9	Q8WZB0	136
C9	Q93079	126
C9	A2RU37	121
C9	Q96GE9	116
C9	Q49AS3	106
C9	Q9NRY2	104
C9	P62805	103
C9	Q5TBE3	101
C9	Q9BTM9	101
C9	Q5JTB6	97
C9	Q8NEX5	89
C9	Q8NHZ8	85
C9	Q9BUW7	83
C9	Q9UH64	79
C9	A6NGG3	77
C9	Q6UWT2	76
C9	B1AMM8	73
C9	Q9P2X8	69
C9	Q5SY13	56
C9	A0A1B0GUW7	55
C9	Q8N4H5	51
C8orf89	P0DMQ9	161
C8orf88	P0DMB2	117
C8orf86	Q6ZUL3	223
C8orf82	Q6P1X6	216
C8orf76	Q96K31	380
C8orf76	Q96EF9	292
C8orf74	Q6P047	294
C8orf58	Q8NAV2	365
C8orf48	Q96LL4	319
C8orf37	Q96NL8	207
C8orf34	Q49A92	538
C8orf33	Q9H7E9	229
C8G	P07360	202
C8B	Q6P9F7	803
C8B	P07358	591
C8B	Q6J4K2	584
C8B	Q9NVN3	520
C8B	Q8IXV7	354
C8A	P32418	973
C8A	P57103	927
C8A	Q9UPR5	921
C8A	Q8IWT6	810
C8A	P07357	584
C8A	Q9NPQ8	531
C8A	Q8IYD2	350
C8A	P78380	273
C7orf77	A4D0Y5	90
C7orf61	Q8IZ16	206
C7orf57	Q8NEG2	295
C7orf50	Q9BRJ6	194
C7orf33	Q8WU49	177
C7orf31	Q8N865	590
C7orf26	Q96N11	449
C7orf25	Q9BPX7	421
C7	Q9P2D7	4265
C7	Q03164	3969
C7	Q9P2D8	2635
C7	Q92621	2012
C7	Q96QT4	1865
C7	Q8WZ74	1663
C7	Q5K651	1589
C7	Q8IVG5	1584
C7	Q96NW7	1537
C7	O94759	1503
C7	P13569	1480
C7	Q96M83	1385
C7	Q6ZRK6	1079
C7	A4D0V7	1026
C7	Q9UKV0	1011
C7	Q8IWR0	971
C7	Q8WUI4	952
C7	A5D8W1	941
C7	Q8IY82	874
C7	Q9HCX4	862
C7	Q5C9Z4	860
C7	Q9ULT0	858
C7	P10643	843
C7	Q86TV6	843
C7	P49756	843
C7	Q6ZVC0	841
C7	Q6PJG6	821
C7	Q96PB1	797
C7	Q96RN5	788
C7	Q16549	785
C7	Q5VTJ3	777
C7	Q8TBB6	771
C7	Q4G0A6	757
C7	O75027	752
C7	Q9UPT5	735
C7	Q5VTL7	733
C7	Q9NQ86	728
C7	Q8NA31	727
C7	Q7Z402	723
C7	Q8N302	714
C7	P52569	658
C7	Q9NV88	658
C7	Q9NVC6	651
C7	P11142	646
C7	O43246	635
C7	P30825	629
C7	O94819	623
C7	Q7Z2Q7	622
C7	Q8WY07	619
C7	O95402	600
C7	Q96G42	594
C7	Q8N865	590
C7	Q8WVR3	580
C7	O00311	574
C7	Q8TCP9	573
C7	Q9UJX3	565
C7	Q8N4P6	559
C7	P07686	556
C7	Q8N3Z6	543
C7	Q9UHI5	535
C7	Q6P1J9	531
C7	Q9NS82	523
C7	Q92536	515
C7	Q9UM01	511
C7	Q96QD5	511
C7	Q01650	507
C7	Q9UPY5	501
C7	Q99615	494
C7	Q8WVP7	490
C7	Q9BR77	488
C7	Q0VAA2	488
C7	P82251	487
C7	P86791	482
C7	P86790	482
C7	Q9NUP7	481
C7	Q8WWH4	475
C7	Q8TCU3	470
C7	Q8IV32	467
C7	Q9Y286	467
C7	Q96N11	449
C7	Q9BSQ5	444
C7	Q15084	440
C7	A4D263	438
C7	Q9HAC7	438
C7	A2IDD5	438
C7	O95232	432
C7	Q9BPX7	421
C7	Q1RMZ1	405
C7	Q6IQ20	393
C7	Q6ZQY2	392
C7	Q9Y383	392
C7	Q96LY2	380
C7	Q96AQ1	378
C7	Q8TAX7	377
C7	P35247	375
C7	Q9NQ29	371
C7	Q8N8M0	369
C7	Q5RL73	367
C7	Q12952	345
C7	Q8NAA5	344
C7	Q86VF5	341
C7	Q7L5D6	327
C7	Q6DKI7	326
C7	P0DN81	318
C7	P63244	317
C7	Q5JTD7	316
C7	Q2VPJ9	315
C7	Q9NWD8	314
C7	Q8NEX9	313
C7	A6NM76	312
C7	A6NL08	312
C7	A6NCV1	312
C7	A6NIJ9	312
C7	Q96CW6	309
C7	Q9NXF8	308
C7	Q8NI37	304
C7	Q96H79	300
C7	Q96CA5	298
C7	A4D161	298
C7	Q8NEG2	295
C7	Q9P0N9	293
C7	Q15024	291
C7	A6NJI9	287
C7	Q8N954	285
C7	Q7Z4H9	259
C7	A0A1B0GVB3	256
C7	O43822	256
C7	Q96SN7	254
C7	Q8TBZ9	253
C7	Q8TAP8	253
C7	Q9BXN2	247
C7	Q9BVT8	246
C7	Q8WWF3	244
C7	Q9H1E3	243
C7	Q9NPA0	242
C7	Q96FA7	236
C7	Q8N9Z2	235
C7	Q96EH3	234
C7	Q9NRH1	226
C7	Q6NSX1	222
C7	O15551	220
C7	Q8NI28	216
C7	Q8IZ16	206
C7	Q6I9Y2	204
C7	B7ZLF3	203
C7	O14931	201
C7	Q9H6L4	198
C7	Q9HCQ7	196
C7	Q9BRJ6	194
C7	Q9GIP4	190
C7	O75223	188
C7	Q9UBQ0	182
C7	Q8MH63	180
C7	Q8TAP9	179
C7	Q8WU49	177
C7	P60604	165
C7	Q9BWK5	157
C7	O96001	155
C7	Q9Y6H1	151
C7	Q6ZTY9	151
C7	Q9GZY4	146
C7	P68431	136
C7	O95925	133
C7	Q9H2L4	133
C7	Q8N8F7	131
C7	Q8N3F0	131
C7	P20671	130
C7	Q6ZVN7	128
C7	P62807	126
C7	Q9BT73	122
C7	Q96L11	122
C7	Q9H7B7	122
C7	Q9BU79	118
C7	Q96HJ9	113
C7	Q9HBX3	110
C7	A0M8Q6	106
C7	Q0VGL1	99
C7	Q99525	98
C7	A4D0Y5	90
C7	Q8NHE4	81
C7	Q8N5G0	67
C7	Q9Y2S6	64
C7	Q9Y5L2	63
C7	E0CX11	47
C6orf89	Q6UWU4	347
C6orf62	Q9GZU0	229
C6orf58	Q6P5S2	330
C6orf52	Q5T4I8	152
C6orf47	O95873	294
C6orf226	Q5I0X4	101
C6orf223	Q8N319	242
C6orf163	Q5TEZ5	329
C6orf15	Q86VQ0	697
C6orf15	Q8N884	522
C6orf15	Q8N3Z0	413
C6orf15	Q7Z6J8	389
C6orf15	Q6IEG0	339
C6orf15	Q6UXA7	325
C6orf15	Q5JTD7	316
C6orf15	Q96EU6	259
C6orf15	A6NGQ2	149
C6orf15	Q9H8W2	130
C6orf15	Q5TAB7	128
C6orf141	Q5SZD1	244
C6orf136	Q5SQH8	315
C6orf132	Q5T0Z8	1188
C6orf120	Q7Z4R8	191
C6orf118	Q5T5N4	469
C6	Q8NF91	8797
C6	Q9NR09	4857
C6	Q9C0G6	4158
C6	Q5T1H1	3165
C6	Q6W4X9	2439
C6	Q5TH69	2177
C6	Q8NFU7	2136
C6	Q8NDV7	1962
C6	Q9HCJ0	1936
C6	Q5TCS8	1911
C6	Q92824	1860
C6	Q9UPQ9	1833
C6	Q8IWV8	1755
C6	Q8N7X0	1667
C6	Q5SYE7	1610
C6	Q5T890	1550
C6	O95255	1503
C6	Q5VYS8	1495
C6	Q03468	1493
C6	Q6BDS2	1440
C6	Q5TB80	1403
C6	O60271	1321
C6	Q96NH3	1257
C6	Q2NKX8	1250
C6	Q6ZRQ5	1243
C6	Q9UBN7	1215
C6	Q96KQ7	1210
C6	P61129	1189
C6	Q5T0Z8	1188
C6	Q9NXL9	1143
C6	Q8NB25	1140
C6	Q7Z2W7	1104
C6	Q96SB8	1091
C6	Q9Y4F9	1068
C6	Q8IVU3	1022
C6	Q5T0W9	1011
C6	Q5VWP3	993
C6	A2RUB6	948
C6	Q5TF21	947
C6	P13671	934
C6	Q9Y210	931
C6	Q5T6X5	926
C6	Q9BXP2	914
C6	O75061	913
C6	Q008S8	904
C6	Q9Y334	891
C6	Q68CR7	880
C6	Q6ZW05	846
C6	Q5T3F8	832
C6	Q8NB78	822
C6	Q5R3F8	820
C6	Q6ZMV9	814
C6	Q5T4T6	812
C6	Q9Y2D4	811
C6	Q8TF01	805
C6	Q5SZL2	805
C6	Q7Z403	805
C6	Q8TAG9	804
C6	Q9Y345	797
C6	Q8TD31	782
C6	Q5SW24	774
C6	Q9UGP8	760
C6	Q16891	758
C6	O60645	745
C6	Q9GZN6	736
C6	Q8NEE6	735
C6	Q9H2J7	730
C6	Q9H1V8	727
C6	Q8IYT3	715
C6	Q53GD3	710
C6	P48067	706
C6	Q96NY7	704
C6	Q86VQ0	697
C6	O75864	691
C6	A1A5C7	686
C6	Q8N3L3	684
C6	Q6P9F0	684
C6	Q5T6L9	678
C6	P0C671	652
C6	Q9UN76	642
C6	Q8N1K5	641
C6	Q99884	636
C6	P48029	635
C6	Q695T7	634
C6	O75167	634
C6	P48066	632
C6	P31645	630
C6	Q96N87	628
C6	Q3ZCT8	623
C6	Q8IYR0	622
C6	P31641	620
C6	Q13042	620
C6	Q01959	620
C6	P23975	617
C6	P48065	614
C6	O15213	610
C6	P12956	609
C6	Q05D60	604
C6	Q9NSD5	602
C6	Q5TA45	600
C6	P30531	599
C6	Q9NP91	592
C6	Q9BWV7	592
C6	Q05C16	587
C6	Q96AP4	578
C6	O43734	574
C6	Q6ZP65	573
C6	Q8IW70	566
C6	Q5SSG8	566
C6	Q5SRN2	563
C6	Q8NA47	563
C6	A6NIV6	560
C6	Q99741	560
C6	Q9Y625	555
C6	Q8IWA6	550
C6	Q8TC41	542
C6	Q9NUN5	540
C6	Q8N5A5	531
C6	A2A288	527
C6	Q8N884	522
C6	Q86TZ1	520
C6	Q3MIW9	517
C6	Q9Y6R9	512
C6	A1A5D9	508
C6	Q8IXS0	508
C6	Q9NU19	505
C6	Q6NXE6	501
C6	Q8IXS2	484
C6	P61619	476
C6	Q9H9S3	476
C6	Q96GA3	475
C6	Q16204	474
C6	Q5T5N4	469
C6	Q86X45	466
C6	Q53EZ4	464
C6	Q7Z4G4	463
C6	Q8IYX8	460
C6	Q9Y330	459
C6	Q6NT16	456
C6	O43699	453
C6	Q9NU63	452
C6	Q9NWS8	449
C6	Q96IP4	442
C6	Q9H993	441
C6	Q92791	437
C6	Q9BZY9	425
C6	Q5SQI0	421
C6	Q7Z5Y7	419
C6	Q8N3Z0	413
C6	Q9H6R6	413
C6	Q5TGI0	409
C6	Q8TB45	409
C6	Q5T1Q4	408
C6	Q5M9Q1	402
C6	Q9H1N7	401
C6	Q99442	399
C6	Q86YH6	399
C6	Q0VG99	397
C6	Q6UXV0	394
C6	Q9NXC2	390
C6	Q7Z6J8	389
C6	P62333	389
C6	Q12951	378
C6	P50502	369
C6	Q5JXM2	366
C6	Q9NV96	361
C6	Q96AQ8	359
C6	Q8TEZ7	354
C6	Q9GZM5	350
C6	Q6UWU4	347
C6	Q6ZNQ3	347
C6	Q2TBC4	344
C6	Q86W42	341
C6	Q5T9G4	340
C6	Q6IEG0	339
C6	Q9H2F9	335
C6	Q969X2	333
C6	Q8N5I4	330
C6	Q6P5S2	330
C6	Q86XW9	330
C6	Q9NU53	330
C6	Q5TEZ5	329
C6	Q5SYC1	327
C6	Q6UXA7	325
C6	Q5T2D2	321
C6	Q96QS1	320
C6	O14756	317
C6	P46736	316
C6	Q5JTD7	316
C6	Q5SQH8	315
C6	Q5R3K3	315
C6	Q5JW98	314
C6	A6NF89	314
C6	A6NDL8	312
C6	A6NJZ3	312
C6	Q8NH72	309
C6	Q8N5C1	309
C6	Q7Z4L9	309
C6	Q9NP79	307
C6	Q99946	306
C6	Q9H6K1	298
C6	Q5SQ64	297
C6	A6NI79	296
C6	O95873	294
C6	Q99944	293
C6	Q96E22	293
C6	Q6ZP29	291
C6	Q6PHW0	289
C6	Q5SZD4	288
C6	Q5SZJ8	279
C6	Q9H1X1	276
C6	Q8IWP9	274
C6	Q5RKV6	272
C6	P0C7V0	271
C6	Q8N2U9	271
C6	Q7L2Z9	268
C6	Q9BV99	259
C6	Q96EU6	259
C6	Q9Y676	258
C6	Q9UMY1	257
C6	Q9Y6Z5	254
C6	Q9Y5N6	252
C6	Q9Y6H3	246
C6	Q5SZD1	244
C6	Q8N319	242
C6	O95866	241
C6	Q9P0P8	240
C6	Q4VXA5	237
C6	Q9BX46	236
C6	P09630	235
C6	Q5TGL8	231
C6	H3BNL8	230
C6	Q96IZ2	230
C6	Q8N7C4	229
C6	Q9GZU0	229
C6	Q5TFG8	222
C6	Q587J8	217
C6	Q969F1	213
C6	Q6EIG7	209
C6	Q96G30	205
C6	Q5T6M2	205
C6	Q9Y5Z4	205
C6	Q7Z4H3	204
C6	Q53H80	203
C6	Q4VX62	202
C6	Q8N755	202
C6	P43080	201
C6	Q8NDX9	201
C6	Q6ZUF6	198
C6	Q9H0P7	198
C6	Q7Z4R8	191
C6	A8K010	186
C6	Q9NPB0	183
C6	Q9Y6Z4	181
C6	O60888	179
C6	Q9P032	175
C6	O43598	174
C6	Q92934	168
C6	Q5T6X4	162
C6	Q9Y4H4	160
C6	Q8WV19	159
C6	O75865	159
C6	Q86SZ2	158
C6	Q9H633	154
C6	Q9Y530	152
C6	Q5T4I8	152
C6	Q9UIG5	152
C6	Q8NH95	151
C6	Q5SRR4	150
C6	A6NGQ2	149
C6	Q5SSQ6	148
C6	Q9NWH2	141
C6	P68431	136
C6	Q9UIG4	136
C6	Q8WZB0	136
C6	A1A4F0	135
C6	O95868	133
C6	Q93077	130
C6	Q9H8W2	130
C6	Q5VVB8	128
C6	Q5TAB7	128
C6	Q9H8X3	128
C6	Q96MT4	127
C6	Q9BRT2	126
C6	P62807	126
C6	O95867	125
C6	Q5JS54	123
C6	A2RUU4	121
C6	Q8N0U6	118
C6	Q9P0S9	112
C6	Q8WTP9	111
C6	Q9BV81	110
C6	A0A3B3IRS2	109
C6	Q5VUM1	108
C6	P56278	107
C6	P0CF74	106
C6	P62805	103
C6	Q9HD87	102
C6	Q86T20	102
C6	Q9NPA8	101
C6	Q5I0X4	101
C6	Q6UWE3	100
C6	Q9Y6G1	99
C6	Q5T3Y7	98
C6	Q96KF7	97
C6	Q9P0B6	97
C6	P60468	96
C6	Q9Y333	95
C6	Q9HD34	91
C6	P0DJ93	91
C6	Q5EE01	88
C6	Q9P1F3	81
C6	Q4G0N7	80
C6	Q5TEZ4	76
C6	Q69YU5	71
C6	Q6ZYL4	71
C6	P60059	68
C6	P56277	68
C6	Q5JQF7	62
C6	Q9Y6Z2	57
C5orf67	F2Z3F1	127
C5orf63	A6NC05	138
C5orf58	C9J3I9	81
C5orf52	A6NGY3	159
C5orf51	A6NDU8	294
C5orf49	A4QMS7	147
C5orf47	Q569G3	176
C5orf46	Q6UWT4	87
C5orf38	Q86SI9	138
C5orf34	Q96MH7	638
C5orf30	Q96GV9	206
C5orf24	Q7Z6I8	188
C5orf22	Q49AR2	442
C5orf15	Q8NC54	265
C5AR2	Q9P296	337
C5AR1	P21730	350
C5	Q9HC84	5762
C5	P98088	5654
C5	Q8TE73	4624
C5	Q8N3K9	4069
C5	Q9H799	3197
C5	Q8NG31	2342
C5	Q86WI3	1866
C5	Q92824	1860
C5	M0R2J8	1783
C5	Q7LBC6	1761
C5	P01031	1676
C5	O75140	1603
C5	A1L4H1	1573
C5	O15440	1437
C5	Q8IV33	1275
C5	P32004	1257
C5	A6NM62	1247
C5	P28715	1186
C5	Q9NZQ8	1165
C5	Q12768	1159
C5	Q9UQL6	1122
C5	Q8IY18	1101
C5	Q9UII4	1024
C5	E7EW31	1015
C5	Q6UXY8	1006
C5	Q96Q91	983
C5	Q9UL62	973
C5	Q6UXZ4	953
C5	Q8IZJ1	945
C5	Q9Y5F6	944
C5	Q96C12	935
C5	O95185	931
C5	Q96KP1	924
C5	Q9NYF5	915
C5	Q2TAC2	915
C5	Q8NDZ2	872
C5	Q7L1W4	858
C5	Q8N0Z3	855
C5	Q8NE71	845
C5	Q6ZN44	842
C5	Q9C0B0	810
C5	Q99459	802
C5	Q9UJX4	755
C5	P13010	732
C5	Q8NEP3	725
C5	P53794	718
C5	Q9C0B5	715
C5	O00471	708
C5	Q12931	704
C5	Q9UBH6	696
C5	Q13769	683
C5	Q2M3M2	681
C5	Q9H9P5	680
C5	Q8WWX8	675
C5	P31639	672
C5	P13866	664
C5	Q9NY91	659
C5	Q92911	643
C5	Q8IUR6	639
C5	Q96T25	639
C5	Q96MH7	638
C5	Q9Y289	635
C5	Q1EHB4	618
C5	Q8N695	610
C5	A0PJK1	596
C5	Q8IZ13	594
C5	Q9GZV3	580
C5	Q8NA72	575
C5	P78333	572
C5	Q14D33	572
C5	Q9H0G5	558
C5	O15389	551
C5	P49368	545
C5	Q8IYG6	542
C5	P17342	541
C5	A6NMK8	535
C5	Q9Y5Q8	519
C5	Q8IV45	518
C5	P49257	510
C5	Q96JB5	506
C5	Q9NRY5	505
C5	Q9NY37	505
C5	Q9P2K6	505
C5	Q5JU00	501
C5	Q92917	476
C5	Q8N8U3	475
