drug_id|name|cas|smiles|logP ALOGPS|logP ChemAxon|solubility ALOGPS|pKa (strongest acidic)|pKa (strongest basic)|drugname|drug_type|approved|experimental|illicit|investigational|nutraceutical|withdrawn|collated_partner_id|collated_gene_name|collated_target_type|collated_inhibitor|collated_inducer
DB08906|Fluticasone furoate|397864-44-7|[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C|3.73|4.13|4.34e-02 g/l|13.56|-3.4|b'Fluticasone furoate'|small molecule|1|0|0|0|0|0|BE0000794 ; BE0000557 ; BE0000668 ; BE0002638 ; BE0002362 ; BE0003612 ; BE0002887 ; BE0001032 ; BE0001004|NR3C1 ; PGR ; NR3C2 ; CYP3A4 ; CYP3A5 ; CYP3A7 ; CYP2C8 ; ABCB1 ; SLCO1B1|protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1|1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0
DB08907|Canagliflozin|842133-18-0|[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1|3.09|3.52|4.50e-03 g/l|12.57|-3|b'Canagliflozin'|small molecule|1|0|0|0|0|0|BE0004753 ; BE0003538 ; BE0003681 ; BE0002638 ; BE0001032 ; BE0001069 ; BE0001067|SLC5A2 ; UGT1A9 ; UGT2B4 ; CYP3A4 ; ABCB1 ; ABCC2 ; ABCG2|protein ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter|1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08910|Pomalidomide|19171-19-8|NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O|0.02|-0.16|2.57e+00 g/l|11.59|1.56|b'Pomalidomide'|small molecule|1|0|0|0|0|0|BE0004755 ; BE0000704 ; BE0000262 ; BE0002433 ; BE0002638 ; BE0001032|CRBN ; TNF ; PTGS2 ; CYP1A2 ; CYP3A4 ; ABCB1|protein ; protein ; protein ; enzyme ; enzyme ; transporter|1 ; 1 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08911|Trametinib|871700-17-3|CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1|3.45|3.18|3.07e-02 g/l|12.6|-3.7|b'Trametinib'|small molecule|1|0|0|0|0|0|BE0000870 ; BE0004744 ; BE0002887 ; BE0002638|MAP2K1 ; MAP2K2 ; CYP2C8 ; CYP3A4|protein ; protein ; enzyme ; enzyme|1 ; 1 ; 1 ; 0|0 ; 0 ; 0 ; 1
DB08912|Dabrafenib|1195765-45-7|CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1|5.44|5.46|3.27e-03 g/l|7.16|2.91|b'Dabrafenib'|small molecule|1|0|0|1|0|0|BE0000634 ; BE0000036 ; BE0004757 ; BE0004758 ; BE0004759 ; BE0002638 ; BE0002887 ; BE0003549 ; BE0002793 ; BE0001032 ; BE0001067 ; BE0001004 ; BE0003659 ; BE0001066 ; BE0003645|BRAF ; RAF1 ; SIK1 ; NEK11 ; LIMK1 ; CYP3A4 ; CYP2C8 ; CYP2B6 ; CYP2C9 ; ABCB1 ; ABCG2 ; SLCO1B1 ; SLCO1B3 ; SLC22A6 ; SLC22A8|protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08915|Aleglitazar|475479-34-6|CO[C@@H](CC1=CC=C(OCCC2=C(C)OC(=N2)C2=CC=CC=C2)C2=C1SC=C2)C(O)=O|4.7|4.76|7.97e-03 g/l|4.3|0.93|b'Aleglitazar'|small molecule|0|0|0|1|0|0|BE0000071 ; BE0000215 ; BE0003728|PPARA ; PPARG ; NCOA1|protein ; protein ; protein|0 ; 0 ; 0|1 ; 1 ; 0
DB08916|Afatinib|850140-72-6|CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1|3.77|3.76|1.28e-02 g/l|12.49|8.81|b'Afatinib'|small molecule|1|0|0|0|0|0|BE0000767 ; BE0000511 ; BE0004772 ; BE0001032 ; BE0001067|EGFR ; ERBB2 ; ERBB4 ; ABCB1 ; ABCG2|protein ; protein ; protein ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0
DB08930|Dolutegravir|1051375-16-6|[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2|0.98|1.1|9.22e-02 g/l|10.1|-0.51|b'Dolutegravir'|small molecule|1|0|0|0|0|0|BE0003541 ; BE0004866 ; BE0003677 ; BE0003538 ; BE0003647 ; BE0001067 ; BE0001066 ; BE0003645|UGT1A1 ; CYP3A4 ; UGT1A3 ; UGT1A9 ; SLC22A2 ; ABCG2 ; SLC22A6 ; SLC22A8|enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08931|Riociguat|625115-55-1|COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2|2.27|2.69|6.82e-02 g/l|18.9|3.5|b'Riociguat'|small molecule|1|0|0|0|0|0|BE0003578 ; BE0003543 ; BE0002638 ; BE0002887 ; BE0003683 ; BE0001067|GUCY1A2 ; CYP1A1 ; CYP3A4 ; CYP2C8 ; CYP2J2 ; ABCG2|protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0|1 ; 0 ; 0 ; 0 ; 0 ; 0
DB08932|Macitentan|441798-33-0|CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1|3.05|3.69|6.68e-03 g/l|7.76|2.26|b'Macitentan'|small molecule|1|0|0|0|0|0|BE0000521 ; BE0000043 ; BE0002638 ; BE0003536|EDNRA ; EDNRB ; CYP3A4 ; CYP2C19|protein ; protein ; enzyme ; enzyme|0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB08934|Sofosbuvir|1190307-88-0|CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1|1.63|1.28|8.24e-01 g/l|9.7|-3.9|b'Sofosbuvir'|small molecule|1|0|0|0|0|0|BE0008657 ; BE0004740 ; BE0001473 ; BE0000637 ; BE0003106 ; BE0001032 ; BE0001067|CTSA ; CES1A1a ; HINT1 ; CMPK1 ; NME1 ; ABCB1 ; ABCG2|enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08950|Indoramin|26844-12-2|OC(=NC1CCN(CCC2=CNC3=CC=CC=C23)CC1)C1=CC=CC=C1|4.02|3.02|4.98e-03 g/l|8.47|9.59|b'Indoramin'|small molecule|0|0|0|0|0|1|BE0000501|ADRA1A|protein|0|0
DB08952|Indenolol|60607-68-3|CC(C)NCC(O)COC1=CC=CC2=C1C=CC2|2.53|2.32|2.77e-01 g/l|14.09|9.67|b'Indenolol'|small molecule|0|0|0|0|0|1|BE0002363|CYP2D6|enzyme|0|0
DB08953|Indalpine|63758-79-2|C(CC1=CNC2=CC=CC=C12)C1CCNCC1|3.58|3.07|1.25e-02 g/l|17.32|10.36|b'Indalpine'|small molecule|0|0|0|1|0|1|BE0002638|CYP3A4|enzyme|1|0
DB08954|Ifenprodil|23210-56-2|CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1|3.98|3.57|1.05e-01 g/l|9.67|9.03|b'Ifenprodil'|small molecule|1|0|0|1|0|1|BE0000365 ; BE0000417|GRIN1 ; GRIN2B|protein ; protein|0 ; 0|0 ; 0
DB08962|Glibornuride|26944-48-9|CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@@H]1[C@H](O)[C@]2(C)CC[C@H]1C2(C)C|2.09|2.48|6.35e-02 g/l|4.32|-3.2|b'Glibornuride'|small molecule|0|0|0|1|0|1|BE0002793|CYP2C9|enzyme|0|0
DB08964|Gemeprost|64318-79-2|CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(=O)OC|4.02|4.71|1.76e-02 g/l|14.68|-1.1|b'Gemeprost'|small molecule|1|0|0|0|0|1|BE0000368 ; BE0002375|PTGER2 ; PTGER3|protein ; protein|0 ; 0|1 ; 1
DB08970|Fluprednidene|2193-87-5|[H][C@@]12CC(=C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C|1.65|1.41|1.17e-01 g/l|12.11|-3.3|b'Fluprednidene'|small molecule|0|1|0|0|0|0|BE0002638 ; BE0002362|CYP3A4 ; CYP3A5|enzyme ; enzyme|0 ; 0|1 ; 1
DB08971|Fluocortolone|152-97-6|[H][C@@]1(C)C[C@@]2([H])[C@]3([H])C[C@]([H])(F)C4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]2(C)[C@@]1([H])C(=O)CO|2.09|1.97|3.39e-02 g/l|13.84|-0.23|b'Fluocortolone'|small molecule|1|0|0|0|0|1|BE0002638 ; BE0002362|CYP3A4 ; CYP3A5|enzyme ; enzyme|0 ; 0|1 ; 1
DB08972|Flumequine|42835-25-6|CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O|1.62|2.42|1.24e+00 g/l|6|-4.3|b'Flumequine'|small molecule|0|0|0|0|0|1|BE0002433|CYP1A2|enzyme|1|0
DB08992|Eperisone|64840-90-0|CCC1=CC=C(C=C1)C(=O)C(C)CN1CCCCC1|4.27|4.01|6.17e-02 g/l|16.34|8.77|b'Eperisone'|small molecule|0|0|0|1|0|0|BE0002638|CYP3A4|enzyme|0|0
DB08995|Diosmin|520-27-4|COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1|0.08|-0.44|1.54e+00 g/l|8.48|-3.6|b'Diosmin'|small molecule|1|0|0|1|0|0|BE0003721|AHR|protein|0|1
DB09006|Clinofibrate|30299-08-2|CCC(C)(OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(OC(C)(CC)C(O)=O)C=C1)C(O)=O|5.75|7.21|2.27e-04 g/l|3.4|-4.6|b'Clinofibrate'|small molecule|0|1|0|0|0|0|BE0000071 ; BE0000215 ; BE0001007|PPARA ; PPARG ; PPARD|protein ; protein ; protein|0 ; 0 ; 0|0 ; 0 ; 0
DB09008|Cefaloridine|50-59-9|[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@@]2([H])N=C(O)CC1=CC=CS1)C([O-])=O|-0.78|-2.3|7.19e-03 g/l|3.27|-0.017|b'Cefaloridine'|small molecule|0|1|0|0|0|1|BE0001066 ; BE0003645|SLC22A6 ; SLC22A8|transporter ; transporter|0 ; 1|0 ; 0
DB09013|Befunolol|39552-01-7|CC(C)NCC(O)COC1=CC=CC2=C1OC(=C2)C(C)=O|1.71|1.23|1.08e-01 g/l|13.92|9.57|b'Befunolol'|small molecule|0|1|0|0|0|0|BE0000172 ; BE0000694 ; BE0002363|ADRB1 ; ADRB2 ; CYP2D6|protein ; protein ; enzyme|0 ; 0 ; 0|0 ; 0 ; 0
DB09017|Brotizolam|57801-81-7|CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl|3.28|2.68|5.80e-02 g/l|18.49|3.9|b'Brotizolam'|small molecule|0|0|0|1|0|1|BE0002638|CYP3A4|enzyme|0|0
DB09018|Bromopride|4093-35-0|CCN(CC)CCN=C(O)C1=C(OC)C=C(N)C(Br)=C1|2.48|0.79|1.33e-01 g/l|7.55|9.56|b'Bromopride'|small molecule|0|0|0|1|0|0|BE0000756|DRD2|protein|0|0
DB09026|Aliskiren|173334-57-1|COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1|3.87|3.12|2.10e-03 g/l|14.56|9.57|b'Aliskiren'|small molecule|1|0|0|1|0|0|BE0000270 ; BE0002638|REN ; CYP3A4|protein ; enzyme|1 ; 0|0 ; 0
DB09027|Ledipasvir|1256388-51-8|COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C|5.98|7.18|3.88e-03 g/l|11.33|5.29|b'Ledipasvir'|small molecule|1|0|0|0|0|0|BE0001032 ; BE0001067|ABCB1 ; ABCG2|transporter ; transporter|0 ; 0|0 ; 0
DB09030|Vorapaxar|618385-01-6|[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC|4.9|5.04|6.54e-04 g/l|14.78|4.32|b'Vorapaxar'|small molecule|1|0|0|0|0|0|BE0000928 ; BE0002638 ; BE0003683|F2R ; CYP3A4 ; CYP2J2|protein ; enzyme ; enzyme|0 ; 0 ; 0|0 ; 0 ; 0
DB09038|Empagliflozin|864070-44-0|[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1|1.79|1.66|1.11e-01 g/l|12.57|-3|b'Empagliflozin'|small molecule|1|0|0|0|0|0|BE0004753|SLC5A2|protein|1|0
DB09039|Eliglustat|491833-29-5|[H][C@](CN1CCCC1)(N=C(O)CCCCCCC)[C@]([H])(O)C1=CC2=C(OCCO2)C=C1|3.79|1.46|3.80e-02 g/l|5.21|8.87|b'Eliglustat'|small molecule|1|0|0|0|0|0|BE0000477 ; BE0002363 ; BE0002638|UGCG ; CYP2D6 ; CYP3A4|protein ; enzyme ; enzyme|0 ; 1 ; 0|0 ; 0 ; 0
DB09047|Finafloxacin|209342-40-5|[H][C@]12CN(C[C@]1([H])OCCN2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O|-0.59|-1.1|2.08e-01 g/l|4.52|7.54|b'Finafloxacin'|small molecule|1|0|0|1|0|0|BE0000742|TOP2A|protein|1|0
DB09049|Naloxegol|854601-70-0|COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5|1.73|1.36|5.66e-02 g/l|10.14|8.54|b'Naloxegol'|small molecule|1|0|0|0|0|0|BE0000770 ; BE0002638 ; BE0002363 ; BE0003536|OPRM1 ; CYP3A4 ; CYP2D6 ; CYP2C19|protein ; enzyme ; enzyme ; enzyme|0 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0
DB09053|Ibrutinib|936563-96-1|NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1|2.76|3.63|2.03e-02 g/l|19.7|6.58|b'Ibrutinib'|small molecule|1|0|0|0|0|0|BE0001284 ; BE0002638 ; BE0002362 ; BE0002363|BTK ; CYP3A4 ; CYP3A5 ; CYP2D6|protein ; enzyme ; enzyme ; enzyme|1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB09054|Idelalisib|870281-82-6|[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1|3.03|3.36|2.55e-02 g/l|9.86|4.27|b'Idelalisib'|small molecule|1|0|0|0|0|0|BE0002406 ; BE0003539 ; BE0003544 ; BE0008629 ; BE0002887 ; BE0003536 ; BE0003549 ; BE0002638 ; BE0002362 ; BE0003550 ; BE0003612 ; BE0001067 ; BE0001032 ; BE0001004 ; BE0003659|PIK3CD ; AOX1 ; UGT1A4 ; UGT1A4 ; CYP2C8 ; CYP2C19 ; CYP2B6 ; CYP3A4 ; CYP3A5 ; CYP3A43 ; CYP3A7 ; ABCG2 ; ABCB1 ; SLCO1B1 ; SLCO1B3|protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB09059|Atosiban|90779-69-4|[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O|-0.17|-4.6|5.17e-02 g/l|11.28|9.59|b'Atosiban'|small molecule|1|0|0|1|0|0|BE0000844 ; BE0000165 ; BE0000773 ; BE0000293|OXTR ; AVPR1A ; AVPR1B ; AVPR2|protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB09060|Avibactam|1192500-31-4|NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(O)(=O)=O|-1.8|-3.6|1.50e+01 g/l|-2|-3.9|b'Avibactam'|small molecule|1|0|0|0|0|0|BE0001069 ; BE0003645|ABCC2 ; SLC22A8|transporter ; transporter|0 ; 0|0 ; 0
DB09061|Cannabidiol|13956-29-1|CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1|6.1|6.33|1.26e-02 g/l|9.13|-5.7|b'Cannabidiol'|small molecule|1|0|0|1|0|0|BE0000061 ; BE0000095 ; BE0009153 ; BE0000433 ; BE0004857 ; BE0000414 ; BE0002304 ; BE0005802 ; BE0000291 ; BE0000451 ; BE0002341 ; BE0000420 ; BE0000770 ; BE0000215 ; BE0001023 ; BE0000483 ; BE0000864 ; BE0000012 ; BE0001122 ; BE0001186 ; BE0009158 ; BE0003416 ; BE0009159 ; BE0002468 ; BE0000311 ; BE0000013 ; BE0000017 ; BE0000262 ; BE0000069 ; BE0000344 ; BE0000574 ; BE0000648 ; BE0000816 ; BE0000693 ; BE0001111 ; BE0001184 ; BE0001207 ; BE0002362 ; BE0002363 ; BE0002390 ; BE0002433 ; BE0003612 ; BE0009154 ; BE0009156 ; BE0002793 ; BE0003536 ; BE0002363 ; BE0002638 ; BE0002362 ; BE0009154 ; BE0003543 ; BE0002194 ; BE0000248 ; BE0000309 ; BE0001185 ; BE0000785 ; BE0001067 ; BE0001204|CNR1 ; CNR2 ; GPR12 ; GLRA1 ; GLRA1 ; GLRA3 ; GPR18 ; GPR55 ; HTR1A ; HTR2A ; CHRNA7 ; OPRD1 ; OPRM1 ; PPARG ; TRPV1 ; CACNA1G ; CACNA1H ; CACNA1I ; TRPA1 ; TRPM8 ; TRPV2 ; TRPV3 ; TRPV4 ; VDAC1 ; HTR3A ; ADORA1 ; PTGS1 ; PTGS2 ; ACAT1 ; CYP17A1 ; HMGCR ; GSR ; GPX1 ; IDO1 ; CYP1B1 ; NQO1 ; CAT ; CYP3A5 ; CYP2D6 ; SOD1 ; CYP1A2 ; CYP3A7 ; AANAT ; NAAA ; CYP2C9 ; CYP2C19 ; CYP2D6 ; CYP3A4 ; CYP3A5 ; AANAT ; CYP1A1 ; FAAH ; ALOX5 ; ALOX15 ; CRYZ ; ABCC1 ; ABCG2 ; SLC29A1|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB09063|Ceritinib|1032900-25-6|CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1|5.23|5.81|2.22e-03 g/l|11.58|10.07|b'Ceritinib'|small molecule|1|0|0|0|0|0|BE0000359 ; BE0002793 ; BE0002638 ; BE0001032|ALK ; CYP2C9 ; CYP3A4 ; ABCB1|protein ; enzyme ; enzyme ; transporter|0 ; 1 ; 1 ; 0|0 ; 0 ; 0 ; 0
DB09064|Ciprofibrate|52214-84-3|CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O|3.97|3.62|7.79e-03 g/l|3.69|-4.9|b'Ciprofibrate'|small molecule|1|0|0|1|0|0|BE0000071|PPARA|protein|0|0
DB09065|Cobicistat|1004316-88-4|CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1|4.36|4.99|1.25e-03 g/l|14.18|6.69|b'Cobicistat'|small molecule|1|0|0|0|0|0|BE0002363 ; BE0002638 ; BE0002362 ; BE0003612 ; BE0003550 ; BE0001032 ; BE0001067 ; BE0001004 ; BE0003659|CYP2D6 ; CYP3A4 ; CYP3A5 ; CYP3A7 ; CYP3A43 ; ABCB1 ; ABCG2 ; SLCO1B1 ; SLCO1B3|enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB09070|Tibolone|5630-53-5|[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC(=O)CC3)C[C@@]([H])(C)[C@@]21[H]|2.69|3.1|7.22e-03 g/l|16.27|-1.7|b'Tibolone'|small molecule|1|0|0|1|0|0|BE0000123 ; BE0001197 ; BE0000051 ; BE0000059 ; BE0000927|ESR1 ; STS ; HSD3B1 ; HSD3B2 ; SULT1A1|protein ; enzyme ; enzyme ; enzyme ; enzyme|0 ; 1 ; 0 ; 0 ; 0|1 ; 0 ; 0 ; 0 ; 0
DB09071|Tasimelteon|609799-22-6|[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1|3.35|2.22|2.16e-02 g/l|4.41|6.46|b'Tasimelteon'|small molecule|1|0|0|1|0|0|BE0000515 ; BE0000327 ; BE0002638 ; BE0002433|MTNR1A ; MTNR1B ; CYP3A4 ; CYP1A2|protein ; protein ; enzyme ; enzyme|0 ; 0 ; 0 ; 0|1 ; 1 ; 0 ; 0
DB09072|Sodium oxybate|502-85-2|[Na+].OCCCC([O-])=O|-0.34|-0.51|6.60e+02 g/l|4.44|-2.4|b'Sodium oxybate'|small molecule|1|0|0|0|0|0|BE0000152 ; BE0008675|ALDH5A1 ; ADHFE1|enzyme ; enzyme|0 ; 0|0 ; 0
DB09073|Palbociclib|571190-30-2|CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O|2.12|2.77|1.74e-02 g/l|11.34|8.86|b'Palbociclib'|small molecule|1|0|0|1|0|0|BE0002216 ; BE0002212 ; BE0002638 ; BE0000886 ; BE0001032 ; BE0001067 ; BE0003648|CDK4 ; CDK6 ; CYP3A4 ; SULT2A1 ; ABCB1 ; ABCG2 ; SLC22A1|protein ; protein ; enzyme ; enzyme ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB09074|Olaparib|763113-22-0|OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12|2.68|2.32|1.19e-01 g/l|8.75|2.24|b'Olaparib'|small molecule|1|0|0|0|0|0|BE0001717 ; BE0003798 ; BE0004049 ; BE0002638 ; BE0003549 ; BE0002362 ; BE0001032 ; BE0001067|PARP1 ; PARP2 ; PARP3 ; CYP3A4 ; CYP2B6 ; CYP3A5 ; ABCB1 ; ABCG2|protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0
DB09075|Edoxaban|480449-70-5|CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1|1.61|0.9|1.14e-02 g/l|10.74|6.33|b'Edoxaban'|small molecule|1|0|0|0|0|0|BE0000216 ; BE0001032|F10 ; ABCB1|protein ; transporter|1 ; 0|0 ; 0
